NAME,SEASON,DREB/G,OREB/G,REB/G,PF/G,A/G,TO/G,A/TO,STL/G,BLK/G
Jenalyn Yumol,2016,1.0,2.6,3.6,2.4,4.9,2.8,1.7,2.0,0.2
Alexandra Symonds,2016,0.7,1.2,1.9,0.8,0.4,0.7,0.5,0.4,0.1
Baelie Campbell,2016,0.6,0.9,1.5,1.0,0.5,1.0,0.5,0.8,0.0
Melissa Tatti,2016,0.6,1.9,2.5,1.0,2.8,2.1,1.3,2.2,0.1
Chrissy Sirignano,2016,0.5,1.1,1.6,1.0,1.1,1.1,0.9,0.7,0.0
Adonaelle Mousambote,2016,0.3,0.0,0.3,1.3,0.0,0.3,0.0,0.0,0.0
Becky Ralph,2016,0.6,2.4,3.1,1.4,1.1,1.1,1.0,1.2,0.1
Aryn Finley,2016,1.1,2.7,3.8,2.7,0.6,0.9,0.6,0.5,0.3
Kira Cornelissen,2016,2.9,3.6,6.5,2.1,1.6,1.7,0.9,0.6,0.9
Karly Ruetz,2016,0.0,0.2,0.2,0.5,0.0,0.2,0.0,0.0,0.0
Kristina Maione,2016,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Stephanie Carr,2016,0.8,1.3,2.1,1.5,1.6,2.1,0.8,0.8,0.1
Alexandra Trivieri,2016,0.1,0.7,0.8,1.1,0.9,1.5,0.6,0.2,0.1
Natasha Plaskacz,2016,0.6,1.6,2.2,2.2,1.1,0.9,1.2,0.7,0.1
Lindsay Shotbolt,2016,2.1,4.1,6.1,1.9,1.6,1.4,1.1,1.0,0.7
Nicole Istead,2016,0.1,0.1,0.3,0.6,0.1,0.0,0.0,0.0,0.0
Abeer Farhat,2016,0.3,1.1,1.4,1.3,2.4,1.7,1.4,0.8,0.1
Lindsey Suprunchuk,2016,2.5,2.3,4.8,2.2,1.4,1.5,0.9,1.1,0.2
Brianne Hamilton,2016,0.5,0.5,1.0,1.1,0.2,0.6,0.4,0.2,0.2
Nicole Gilmore,2016,0.9,3.5,4.4,2.6,2.0,1.6,1.3,0.9,0.1
Cynthia Dupont-Letourneau,2016,0.4,1.3,1.6,1.4,0.7,1.2,0.6,1.1,0.0
Alicia Racine,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amanda Niyonkuru,2016,0.3,0.5,0.8,1.2,0.0,0.5,0.0,0.1,0.0
Elizabeth Leblanc,2016,1.9,3.3,5.2,1.3,2.4,2.1,1.1,1.1,0.9
Heather Lindsay,2016,4.2,6.3,10.5,2.4,0.7,2.4,0.3,1.2,1.6
Barbara Inrig-Pieterse,2016,1.2,2.4,3.6,3.2,1.4,1.8,0.8,1.6,0.3
Bridget Atkinson,2016,1.6,3.3,4.9,2.7,3.6,2.4,1.5,2.3,0.3
Megan Brenkel,2016,0.4,1.0,1.4,0.8,0.6,0.9,0.7,0.4,0.3
Haley Belyk,2016,0.3,1.1,1.5,0.9,0.5,0.9,0.6,0.7,0.1
Ashley Wheeler,2016,1.1,1.2,2.3,1.1,0.1,0.5,0.2,0.3,0.5
Dana Van Balkom,2016,0.9,2.9,3.8,3.1,1.6,2.4,0.7,1.7,0.2
Sarah Holmes,2016,0.2,0.9,1.1,0.3,0.3,0.6,0.5,0.1,0.3
Kate Yallin,2016,0.5,1.1,1.6,1.3,0.3,0.7,0.4,0.4,0.1
Ivana Vujadinovic,2016,0.0,1.3,1.3,1.3,0.0,0.3,0.0,0.3,0.0
Vanessa Rampado,2016,1.6,3.4,5.1,1.9,0.7,0.8,0.9,0.5,0.2
Julia Kokonis,2016,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.5,0.0
Quincy Sickles-Jarvis,2016,0.9,2.1,3.0,1.1,0.3,0.6,0.5,0.4,0.5
Abbey Clark,2016,0.5,1.1,1.7,1.3,0.1,0.7,0.2,0.3,0.1
Kate MacTavish,2016,3.9,5.2,9.1,2.9,1.3,2.9,0.4,0.6,0.8
Regan Duff,2016,0.2,0.9,1.1,1.4,0.4,0.9,0.5,0.3,0.0
Rachel Webber,2016,0.5,3.8,4.3,1.7,3.3,4.5,0.7,2.3,0.3
Katelyn Zen,2016,1.2,1.2,2.4,1.3,0.4,1.5,0.2,0.7,0.1
Cassandra Soulias,2016,0.8,1.6,2.5,1.4,1.5,2.2,0.7,0.6,0.0
Maggie Murphy,2016,0.2,0.6,0.8,0.8,0.4,0.7,0.5,0.1,0.0
Kylee Kuchta,2016,0.5,0.3,0.8,0.3,0.0,0.4,0.0,0.1,0.0
Lindsay Edward,2016,0.1,0.3,0.4,0.3,0.6,0.4,1.3,0.3,0.0
Katelyn Andrea,2016,3.1,5.3,8.4,1.4,1.5,3.1,0.5,1.1,0.3
Shannon McKitrick,2016,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.3
Jerika Baldin,2016,1.1,2.9,4.0,2.4,7.1,3.8,1.8,0.9,0.1
Blair McNaughton,2016,0.9,2.2,3.2,1.0,0.2,1.2,0.2,0.7,0.1
Essa Jacobsen,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
August Ricketts,2016,1.5,1.7,3.2,1.4,0.4,1.4,0.3,0.5,0.3
Bridget O'Reilly,2016,1.2,3.4,4.6,2.8,1.2,1.0,1.2,1.0,0.3
Gillian Lavoie,2016,2.7,3.7,6.4,2.7,1.3,1.9,0.7,0.4,0.1
Emily Tinnes,2016,0.5,1.9,2.4,2.7,2.4,2.9,0.8,1.7,0.0
Adrienne Moreau,2016,1.9,4.3,6.2,2.6,1.1,2.7,0.4,2.6,0.4
Andrea Zulich,2016,0.3,0.8,1.1,0.6,0.2,0.6,0.3,0.2,0.0
Meghan Forestell,2016,0.5,2.1,2.6,1.7,0.8,1.2,0.7,0.5,0.1
Danielle Harris,2016,0.7,2.8,3.5,1.6,2.8,4.3,0.7,0.8,0.2
Darby Heenan-van Horn,2016,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
Charlotte Case,2016,0.4,0.0,0.4,0.2,0.0,0.4,0.0,0.0,0.0
Mackenzie Robinson,2016,1.5,2.5,3.9,1.8,0.9,1.2,0.8,1.4,0.1
Adriane Bruni,2016,0.8,1.2,2.1,1.8,0.4,1.4,0.3,0.7,0.1
Nicole Eccles,2016,0.8,2.8,3.7,1.3,0.4,0.9,0.5,0.2,0.3
Rachel McLean,2016,1.3,1.6,2.9,1.8,0.6,1.0,0.6,0.5,0.1
Claire Fawcett,2016,0.4,0.4,0.8,1.4,0.1,0.5,0.3,0.0,0.0
Emily Fisher,2016,0.3,0.2,0.6,0.9,0.0,0.4,0.0,0.0,0.0
L'Ashante Henry,2016,2.8,3.1,5.9,1.5,0.6,1.9,0.3,1.2,0.1
Olivia Hazlett,2016,0.0,0.6,0.6,0.2,0.2,0.2,1.0,0.4,0.0
Hannah McGurk,2016,0.2,0.3,0.5,0.5,0.1,0.6,0.1,0.2,0.0
Nicole Morrison,2016,1.9,3.1,5.0,1.6,3.0,2.9,1.0,1.3,0.1
Irena Rynkiewicz,2016,1.2,3.0,4.2,1.1,0.5,0.5,1.0,0.4,0.5
Kaitlyn Schenck,2016,1.1,2.5,3.7,2.5,2.3,3.0,0.7,1.2,0.2
Courtney Bruce,2016,1.9,2.6,4.6,1.6,1.6,1.6,1.0,1.1,0.3
Amanda Milanis,2016,0.5,1.8,2.2,0.8,1.3,1.0,1.3,0.6,0.1
Alanna Martin,2016,0.0,0.0,0.0,0.2,0.1,0.5,0.2,0.0,0.0
Lauren Jamieson,2016,0.3,2.4,2.6,1.9,0.5,0.8,0.6,0.7,0.6
Alexandra Spadaro,2016,1.9,4.4,6.3,1.1,0.6,2.3,0.3,1.3,0.7
Heather Payne,2016,2.4,5.0,7.3,2.9,0.8,1.9,0.4,0.9,0.1
Melissa Pare,2016,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Sarah Dillon,2016,1.5,3.7,5.2,1.2,0.9,1.1,0.8,0.6,0.1
Cori Marshall,2016,0.1,0.4,0.5,0.1,0.0,0.3,0.0,0.1,0.0
Andrea Polischuk,2016,1.1,2.6,3.7,0.5,1.5,1.0,1.5,1.4,0.2
Danielle Boiago,2016,1.2,5.8,7.0,1.4,3.9,3.0,1.3,2.5,0.6
Evie Streight,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hilary Hanaka,2016,1.2,1.2,2.5,1.5,2.4,1.8,1.3,0.6,0.2
Lexie Spadafora,2016,0.5,0.9,1.5,1.1,0.5,0.9,0.6,0.8,0.5
Erin Burns,2016,0.4,0.4,0.8,0.7,0.4,0.8,0.5,0.2,0.0
Vanessa Pickard,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rachael Holmes,2016,1.4,1.2,2.6,0.8,1.6,1.3,1.3,1.6,0.1
Jelena Mamic,2016,0.4,0.6,1.0,0.4,0.5,0.4,1.3,0.1,0.0
Ally Schweitzer,2016,1.8,2.1,3.9,0.8,0.4,0.6,0.6,0.5,0.2
Adrienne Peters,2016,0.7,0.3,1.0,0.7,0.0,1.0,0.0,0.7,0.0
Clare Kenney,2016,3.6,5.7,9.3,2.9,1.6,1.9,0.8,1.2,0.9
Michaela Ionni,2016,0.6,1.1,1.7,0.8,0.5,0.6,0.8,0.3,0.4
Linnaea Harper,2016,2.1,3.5,5.6,1.6,1.4,1.8,0.8,0.9,0.8
Siobhan Manning,2016,0.8,1.4,2.3,1.4,2.9,2.4,1.2,1.2,0.1
Victoria Anderson,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shaelyn Poulin,2016,0.0,0.8,0.8,0.3,0.7,0.8,0.8,0.0,0.0
Marla Corney,2016,0.4,0.6,0.9,0.6,0.5,1.2,0.4,0.6,0.0
Claire Abbott,2016,0.9,2.0,2.9,2.8,1.7,4.5,0.4,1.7,0.0
Heidi Smith,2016,0.3,3.1,3.4,1.9,2.2,5.2,0.4,0.9,0.0
Rachel Jaworowicz,2016,0.8,1.9,2.7,2.4,1.0,2.8,0.4,0.9,0.0
Jamie Soffer,2016,1.8,3.7,5.5,2.2,1.5,2.9,0.5,1.3,0.2
Mackenzie Bahm,2016,0.6,1.8,2.4,3.4,0.9,2.0,0.4,0.6,0.2
Samantha Rota,2016,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Alexandra Czich,2016,2.3,1.5,3.8,1.3,1.3,2.7,0.5,0.3,0.3
Samantha Therrien,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maeve Therriault,2016,0.4,1.2,1.5,0.9,0.3,1.4,0.2,0.2,0.2
Alexe Galipeau-Wilson,2016,1.8,5.4,7.2,2.6,2.1,4.5,0.5,1.1,0.1
Emma Vanderlee,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Devanee Dewey,2016,0.8,0.9,1.8,1.8,0.2,0.8,0.2,0.3,0.3
Samantha Kordez,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kelly Dunk,2016,1.1,1.6,2.7,2.0,0.3,1.0,0.3,1.0,0.0
Michaela Branker,2016,0.8,0.7,1.5,1.0,0.9,1.6,0.5,0.7,0.1
Taylor Rae Cote,2016,1.0,0.7,1.7,0.0,0.3,1.0,0.3,0.7,0.0
Julia Soriano,2016,1.2,3.6,4.8,1.9,1.7,1.7,1.0,1.4,0.1
Julia Soriano,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emilie Lamarche,2016,0.3,0.6,0.9,0.6,1.0,0.4,2.3,0.4,0.0
Emilie Lamarche,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Krista van Slingerland,2016,0.7,2.3,3.0,1.9,0.8,1.5,0.6,0.3,0.2
Krista van Slingerland,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kellie Forand,2016,1.1,1.6,2.7,1.9,1.1,1.5,0.7,1.4,0.1
Kellie Forand,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jacynthe Gratton,2016,0.3,0.0,0.3,0.3,0.0,0.3,0.0,0.5,0.0
Danielle Marion,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danielle Marion,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Julia Dostaler,2016,0.5,1.0,1.5,1.4,0.5,0.6,0.8,0.7,0.1
Julia Dostaler,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ariane Lefebvre,2016,0.9,0.1,1.0,1.1,0.6,0.6,1.0,0.6,0.0
Brooklynn McAlear,2016,0.2,1.4,1.6,2.0,0.8,2.0,0.4,1.0,0.0
Brooklynn McAlear,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kellie Ring,2016,2.0,5.6,7.6,2.0,4.3,2.8,1.6,1.2,0.2
Kellie Ring,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jennifer Crowe,2016,1.0,1.7,2.7,1.6,0.9,1.3,0.7,0.7,0.2
Jennifer Crowe,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Catherine Traer,2016,2.0,2.9,4.9,1.4,2.1,2.2,0.9,1.8,1.8
Catherine Traer,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Isabelle Dion,2016,1.7,1.6,3.4,1.6,0.7,1.3,0.5,0.4,0.0
Isabelle Dion,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anne Carr,2016,1.2,1.4,2.5,0.6,0.4,1.0,0.4,0.3,0.0
Katherine Lemoine,2016,3.1,3.1,6.3,3.5,1.4,1.7,0.8,0.7,0.3
Katherine Lemoine,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sarah Besselink,2016,0.8,1.9,2.7,1.9,1.1,1.5,0.7,0.4,0.1
Sarah Besselink,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aliisa Heiskanen,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aliisa Heiskanen,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Megan Saftich,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emily Hazlett,2016,1.2,3.6,4.8,2.6,3.5,3.9,0.9,2.0,0.2
Sarah Saftich,2016,0.1,0.8,0.9,0.8,0.1,0.4,0.3,0.3,0.0
Abby Dixon,2016,1.7,2.8,4.5,2.1,2.4,2.8,0.9,2.2,0.0
Brittany Roberto,2016,0.0,0.0,0.0,0.7,0.0,1.0,0.0,0.3,0.0
Katharina Holt,2016,0.3,0.6,0.9,1.7,0.1,0.9,0.2,0.0,0.0
Marianne Alarie,2016,0.9,2.4,3.3,1.3,0.9,1.5,0.6,1.1,0.2
Zoe Cotton,2016,0.5,0.9,1.4,0.3,0.0,0.2,0.0,0.0,0.3
Myriam Fontaine,2016,1.0,1.6,2.6,0.8,0.6,0.7,0.8,0.2,0.2
Nicole Morse,2016,0.8,1.6,2.4,1.1,0.2,0.5,0.5,0.3,0.1
Andrea Priamo,2016,2.5,4.2,6.6,2.7,0.7,2.4,0.3,0.7,0.6
Robyn Pearson,2016,3.8,7.0,10.8,3.2,0.9,1.2,0.8,1.3,0.7
Jenny Wright,2016,1.9,4.4,6.4,1.8,1.9,2.1,0.9,1.6,0.7
Lauryn Friesen,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maddie Morris,2016,1.4,2.1,3.6,1.1,0.3,1.0,0.3,0.1,0.6
Faatimah A,2016,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
Cara Tiemens,2016,0.4,2.0,2.4,1.5,1.2,1.9,0.6,1.4,0.1
McKenzie Sigurdson,2016,0.3,1.4,1.7,1.0,1.9,1.3,1.5,0.7,0.1
Keneca Pingue-Giles,2016,2.3,4.6,6.8,2.6,4.1,2.4,1.7,4.2,0.2
Sofia Paska,2016,4.5,5.0,9.5,1.5,0.9,1.4,0.6,0.6,0.9
C'airah Gabriel-Robinson,2016,0.9,1.4,2.3,1.7,0.5,1.7,0.3,0.5,0.1
Savanna Hamilton,2016,0.9,2.1,3.1,1.5,0.3,0.4,0.7,0.2,0.4
Mariah Nunes,2016,1.2,3.0,4.2,2.3,3.2,3.1,1.1,2.4,0.4
Jaime Hills,2016,0.3,1.5,1.8,0.5,0.5,0.8,0.6,0.3,0.1
Nicole DiDomenico,2016,0.3,0.7,1.0,0.4,0.6,0.4,1.3,0.1,0.1
Katherine Follis,2016,2.1,2.1,4.2,2.5,0.3,1.1,0.3,0.3,0.7
Tashana McDonald,2016,0.9,0.4,1.3,0.4,0.0,0.1,0.0,0.0,0.0
Sarah Ghali,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Silvana Jez,2016,3.1,5.0,8.1,1.7,2.4,2.6,0.9,1.5,0.2
Keyira Parkes,2016,0.5,1.9,2.4,2.7,1.1,2.3,0.5,1.1,0.2
Rahshida Atkinson,2016,1.4,2.1,3.4,2.4,1.8,2.6,0.7,2.1,0.1
Mahal De La Durantaye,2016,1.4,1.9,3.3,2.1,0.4,1.3,0.3,1.2,0.0
Sophie Cation,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diedre Edwards,2016,2.0,3.4,5.4,1.8,3.2,3.5,0.9,2.2,0.0
Yanique Smith,2016,0.7,1.6,2.3,1.0,0.3,0.8,0.4,0.4,0.1
Maddy Baker,2016,0.5,0.9,1.4,0.9,0.9,1.4,0.6,0.5,0.1
Abena Addo,2016,3.8,2.5,6.3,2.5,0.9,1.9,0.5,1.8,0.0
Sarah Bennett,2016,1.2,2.8,3.9,1.8,0.6,1.1,0.6,0.2,0.1
Jay Gaunt,2016,0.5,1.2,1.6,1.3,0.5,1.1,0.5,0.4,0.3
Emily Piccini,2016,1.0,2.8,3.8,2.4,0.8,2.8,0.3,1.1,0.1
Carly Evans,2016,0.5,1.0,1.5,0.5,0.0,0.5,0.0,0.0,0.0
Charlotte Collyer,2016,1.1,2.3,3.3,2.7,0.6,1.0,0.6,0.5,0.3
Alanna Garner,2016,2.3,3.7,6.1,2.3,0.8,1.7,0.5,0.8,0.3
Selali Acolatse,2016,0.7,0.7,1.3,1.3,0.0,1.7,0.0,0.3,0.0
Elizabeth Holmes,2016,0.2,0.9,1.1,0.8,0.6,0.9,0.6,0.7,0.1
Caitlin MacLeod,2016,0.9,3.9,4.8,1.3,0.6,2.1,0.3,0.5,0.4
Swetha Kulandaivelan,2016,0.0,0.5,0.5,0.0,0.0,0.8,0.0,0.3,0.0
Nicole Schlick,2016,2.0,3.7,5.8,2.5,0.5,1.4,0.3,0.6,0.1
Fran Smith,2016,0.6,0.5,1.1,0.5,0.1,0.6,0.2,0.1,0.0
Jenel Ulman,2016,0.9,1.9,2.8,1.6,2.2,3.2,0.7,1.6,0.1
Ally Vonk,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jacqui Rodrigues,2016,0.5,2.0,2.5,1.5,0.9,2.2,0.4,1.3,0.1
Emily Wilk,2016,0.9,3.5,4.4,3.4,2.3,3.1,0.7,1.7,0.3
Kristen Osborne,2016,1.4,3.7,5.0,2.3,1.1,2.6,0.4,1.5,0.1
Amy Jarvis,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Julia Pavlik,2016,0.1,0.6,0.8,0.4,0.2,0.4,0.7,0.3,0.0
Hilary Ferguson,2016,0.7,1.1,1.8,1.5,0.3,0.8,0.4,0.3,0.5
Ella Mahler,2016,0.7,1.4,2.1,2.1,0.8,1.7,0.5,0.8,0.0
Maddy Horst,2016,1.1,3.1,4.2,1.7,2.3,3.5,0.6,1.9,0.1
Jayme Muir,2016,0.1,0.3,0.3,0.4,0.2,0.6,0.3,0.1,0.1
Meredith McLeod,2016,0.7,2.1,2.8,0.9,0.9,1.3,0.7,1.4,0.1
Julia Curran,2016,3.5,4.0,7.5,3.2,0.2,2.0,0.1,1.2,0.2
Laura Graham,2016,0.5,1.6,2.1,2.0,0.8,1.2,0.7,0.9,0.2
Caroline Wolynski,2016,1.0,3.0,4.0,1.1,4.5,3.3,1.3,2.5,0.0
Sasha Samardzija,2016,0.2,1.2,1.4,1.0,0.1,0.4,0.3,0.0,0.0
Mackenzie Puklicz,2016,1.5,3.9,5.4,1.1,1.4,2.2,0.6,2.1,0.2
Sam Loucks,2016,0.5,0.9,1.4,0.3,0.5,0.8,0.6,0.2,0.0
Victoria Heine,2016,2.3,3.9,6.2,1.8,0.6,0.9,0.7,0.5,0.4
Alex Van heeswyk,2016,1.1,2.1,3.2,1.8,0.2,0.7,0.3,0.3,0.5
Sonja Mijatovic,2016,0.0,0.3,0.3,0.3,0.2,0.3,0.5,0.3,0.0
Cassidy Crowe,2016,0.0,1.1,1.1,1.4,0.4,1.0,0.4,1.3,0.1
Mandy Consentino,2016,0.9,0.7,1.6,2.4,0.1,0.4,0.4,0.3,0.1
Caitlyn Longmuir,2016,0.2,1.9,2.1,1.2,2.3,1.2,1.9,1.9,0.1
Erica McFadden,2016,0.4,1.1,1.6,0.9,1.1,0.6,2.0,0.3,0.0
Tyra Blizzard,2016,0.9,0.7,1.6,2.1,1.1,1.6,0.7,0.9,0.1
Andrea Kiss,2016,2.0,7.1,9.1,1.4,1.8,1.8,1.0,1.4,0.5
Alyssa Cerino,2016,1.3,1.8,3.1,1.7,0.2,0.7,0.3,0.5,0.2
Jahnae Gyles,2016,0.8,0.8,1.5,1.0,0.3,0.5,0.7,0.8,0.0
Chout Angou,2016,0.1,0.7,0.7,0.8,0.4,1.3,0.3,0.5,0.0
Kashwanna Sampson,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cheyanne Roger,2016,3.9,4.7,8.6,1.4,1.6,3.0,0.6,1.5,2.0
Kaylee Anagnostopoulos,2016,0.6,1.7,2.3,1.5,1.9,2.1,0.9,1.1,0.0
Orian Amsalem,2016,0.6,1.8,2.4,1.5,1.6,2.3,0.7,0.4,0.1
Carly Steer,2016,0.3,2.4,2.7,2.0,1.2,1.4,0.9,0.9,0.1
Jaylin VandeBovenkamp,2016,1.0,1.8,2.8,0.5,0.0,0.6,0.0,0.4,0.3
Chidera Ifearulundu,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emily Prevost,2016,3.6,5.5,9.1,2.5,1.4,2.1,0.7,0.9,0.6
Haley Bowie,2016,0.2,1.3,1.5,2.4,1.4,2.9,0.5,1.3,0.0
Jackie Koudys,2016,0.7,1.0,1.7,2.1,0.6,2.6,0.2,0.3,0.0
Erin Sarapnickas,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Erika Diloreto,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ishanaa Seupersadsingh,2016,0.8,3.2,4.0,2.8,1.6,2.9,0.5,2.0,0.4
Katrina Collins-Samuels,2016,1.0,2.2,3.2,2.7,1.3,3.2,0.4,1.1,0.1
Nina Guzina,2016,0.4,0.8,1.2,0.8,0.4,1.1,0.4,0.3,0.0
Sandra Nagowska,2016,1.7,3.5,5.2,1.6,1.7,3.5,0.5,1.4,0.1
Sijia Liu,2016,0.3,0.1,0.4,0.0,0.0,0.4,0.0,0.1,0.0
Jennah Rampersaud,2016,0.0,0.3,0.3,0.5,0.0,0.5,0.0,0.0,0.0
Anastasia Lovatsis,2016,0.1,0.3,0.4,0.5,0.1,0.6,0.1,0.2,0.1
Shauney Fischer,2016,2.3,3.0,5.3,2.8,0.7,1.3,0.6,0.6,0.2
Emma Thompson,2016,0.9,3.0,3.9,2.4,0.5,0.9,0.6,0.7,0.6
Taylor McAlpine,2016,1.4,2.9,4.3,2.5,0.5,1.1,0.5,0.6,0.6
Taylor Ross,2016,2.1,3.6,5.7,1.9,0.1,1.0,0.1,0.3,1.0
Briana Carlyon,2016,1.4,2.3,3.6,1.4,0.6,0.6,1.0,0.3,0.3
Vanessa Wild,2016,0.0,1.3,1.3,1.3,0.3,1.7,0.2,0.8,0.2
Elle Hendershot,2016,2.8,6.0,8.8,2.4,1.6,1.4,1.1,0.8,0.7
Jessilyn Fairbanks,2016,0.8,2.8,3.6,2.5,4.1,2.7,1.5,2.9,0.5
Tess Heinricks,2016,0.2,0.6,0.8,0.5,0.7,0.8,0.8,0.3,0.0
Maddie Rogers,2016,0.8,3.4,4.2,1.4,3.5,3.3,1.1,1.9,0.3
Megan Wickstrom,2016,0.9,2.6,3.6,1.3,1.8,2.4,0.7,1.2,0.2
Renee Byrne,2016,0.3,1.4,1.8,1.5,1.3,1.5,0.8,0.7,0.2
Brooklyn Legault,2016,1.9,2.6,4.5,2.0,0.6,0.3,1.6,0.8,1.0
Sydney Kumar,2016,0.1,0.4,0.5,0.9,0.4,1.1,0.4,0.2,0.1
Megan Tywoniuk,2016,0.7,1.0,1.6,1.6,0.5,1.0,0.5,0.7,0.2
Arianne Sakundiak,2016,0.2,0.5,0.7,1.3,0.1,0.8,0.1,0.2,0.2
Mackenzie Cook,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marinya Marcichiw,2016,0.8,0.9,1.7,0.9,0.0,0.7,0.0,0.1,0.1
Aleah Bridges,2016,0.5,4.2,4.6,1.6,4.0,2.8,1.5,1.8,0.0
Shayna Mathison,2016,0.6,1.2,1.7,1.6,0.2,1.2,0.1,0.3,0.1
Kylee Howard,2016,0.3,1.4,1.7,1.3,0.7,1.8,0.4,0.8,0.1
Kaela Cranston,2016,0.8,2.4,3.2,1.8,1.2,0.8,1.4,0.8,0.2
Krystal Drain,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Logan Biccum,2016,0.0,0.3,0.3,0.4,0.4,0.7,0.6,0.1,0.0
Keisha Cox,2016,1.5,4.3,5.8,1.9,3.7,3.4,1.1,2.4,0.2
Lauren Anderson,2016,0.8,2.3,3.1,0.6,0.6,1.8,0.3,1.0,0.4
Kinsley Ransom,2016,0.6,1.3,1.8,0.7,0.7,1.4,0.5,0.3,0.1
Stephanie Hunter,2016,0.1,0.8,0.9,1.4,0.2,0.6,0.3,0.3,0.1
Keegan Robinson,2016,0.5,1.1,1.6,0.7,0.3,0.6,0.5,0.5,0.1
Amy Williams,2016,2.0,4.0,6.0,1.9,0.7,2.6,0.2,0.8,0.3
Alyssa Montgomery,2016,2.0,4.2,6.3,2.8,0.8,2.1,0.4,0.7,0.8
Desirae Peiffer,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shinelle Handzuik,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kristie Sheils,2016,0.9,2.9,3.8,1.9,3.1,2.4,1.3,1.4,0.1
Emma Nieuwenhuizen,2016,0.8,1.5,2.3,1.3,1.8,1.4,1.3,0.8,0.3
Vanessa Wesolowski,2016,1.1,1.4,2.4,1.6,0.3,1.3,0.3,0.2,0.0
Lindsey Agnew,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anmol Mattu,2016,1.1,1.8,2.9,1.3,1.7,1.7,1.0,1.1,0.1
Olivia Berry,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emily Morales,2016,0.1,0.3,0.4,0.3,0.3,0.6,0.6,0.2,0.0
Ashley Hirons,2016,0.6,1.3,1.9,0.4,1.3,1.6,0.8,1.3,0.5
Chloe Campbell,2016,0.0,0.8,0.8,1.0,0.0,0.5,0.0,0.0,0.2
